Block,Female,Haplotype,Male exposure,Vial,Female offspring,Male offspring,Other,Total offspring,Mortality
5,114,Dahomey,H,3,30,27,0,57,N
5,114,Dahomey,L,4,26,20,0,46,N
5,115,Dahomey,H,1,12,24,0,36,N
5,115,Dahomey,L,2,30,21,0,51,N
5,115,Dahomey,H,3,16,12,0,28,N
5,115,Dahomey,L,4,7,9,0,16,N
5,116,Sweden,L,1,11,5,0,16,N
5,116,Sweden,H,2,6,9,0,15,N
5,116,Sweden,L,3,11,7,1,19,N
5,116,Sweden,H,4,4,3,0,7,N
5,117,Sweden,L,1,6,5,1,12,N
5,117,Sweden,H,2,12,13,1,26,N
5,117,Sweden,L,3,24,15,0,39,N
5,117,Sweden,H,4,10,8,0,18,N
5,118,Sweden,L,1,17,12,0,29,N
5,118,Sweden,H,2,9,14,2,25,N
5,118,Sweden,L,3,13,14,1,28,N
5,118,Sweden,H,4,10,5,0,15,N
5,119,Sweden,H,1,13,15,2,30,N
5,119,Sweden,L,2,30,29,2,61,N
5,119,Sweden,H,3,17,15,0,32,N
5,119,Sweden,L,4,10,15,0,25,N
5,120,Sweden,H,1,10,11,0,21,N
5,120,Sweden,L,2,24,10,5,39,N
5,120,Sweden,H,3,19,27,2,48,N
5,120,Sweden,L,4,13,9,0,22,N
5,121,Sweden,H,1,9,10,0,19,N
5,121,Sweden,L,2,17,16,1,34,N
5,121,Sweden,H,3,18,15,0,33,N
5,121,Sweden,L,4,9,17,0,26,N
5,122,Israel,L,1,3,9,1,13,N
5,122,Israel,H,2,NA,NA,NA,NA,NA
5,122,Israel,L,3,NA,NA,NA,NA,NA
5,122,Israel,H,4,NA,NA,NA,NA,NA
5,123,Israel,L,1,13,13,0,26,N
5,123,Israel,H,2,18,19,0,37,N
5,123,Israel,L,3,21,34,1,56,N
5,123,Israel,H,4,12,10,1,23,N
5,124,Israel,L,1,12,12,0,24,N
5,124,Israel,H,2,9,17,0,26,N
5,124,Israel,L,3,22,18,0,40,N
5,124,Israel,H,4,11,11,2,24,N
5,125,Israel,H,1,6,5,0,11,N
5,125,Israel,L,2,1,2,0,3,N
5,125,Israel,H,3,0,3,1,4,N
5,125,Israel,L,4,1,1,0,2,N
5,126,Israel,H,1,8,7,1,16,N
5,126,Israel,L,2,15,19,0,34,N
5,126,Israel,H,3,20,21,2,43,N
5,126,Israel,L,4,18,18,0,36,N
5,127,Israel,H,1,9,11,0,20,N
5,127,Israel,L,2,19,17,0,36,N
5,127,Israel,H,3,17,20,0,37,N
5,127,Israel,L,4,13,19,0,32,N
5,128,Brownsville,L,1,2,6,0,8,N
5,128,Brownsville,H,2,9,7,0,16,N
5,128,Brownsville,L,3,22,20,0,42,N
5,128,Brownsville,H,4,14,13,0,27,N
5,129,Brownsville,L,1,6,9,0,15,N
5,129,Brownsville,H,2,17,5,1,23,N
5,129,Brownsville,L,3,15,17,0,32,N
5,129,Brownsville,H,4,5,6,1,12,N
5,130,Brownsville,H,1,12,16,0,28,N
5,130,Brownsville,L,2,9,7,0,16,N
5,130,Brownsville,H,3,1,0,0,1,N
5,130,Brownsville,L,4,0,1,0,1,N
5,131,Brownsville,H,1,6,11,0,17,N
5,131,Brownsville,L,2,14,14,0,28,N
5,131,Brownsville,H,3,16,11,0,27,N
5,131,Brownsville,L,4,0,0,0,0,N
5,132,Barcelona,L,1,11,9,0,20,N
5,132,Barcelona,H,2,23,13,0,36,N
5,132,Barcelona,L,3,11,10,0,21,N
5,132,Barcelona,H,4,6,10,0,16,N
5,133,Barcelona,L,1,6,7,0,13,N
5,133,Barcelona,H,2,8,16,1,25,N
5,133,Barcelona,L,3,16,11,0,27,N
5,133,Barcelona,H,4,7,8,0,15,N
5,134,Barcelona,L,1,11,10,0,21,N
5,134,Barcelona,H,2,17,22,0,39,N
5,134,Barcelona,L,3,14,11,2,27,N
5,134,Barcelona,H,4,5,4,0,9,N
5,135,Barcelona,H,1,9,13,0,22,N
5,135,Barcelona,L,2,21,19,6,46,N
5,135,Barcelona,H,3,18,13,0,31,N
5,135,Barcelona,L,4,7,2,0,9,N
5,136,Barcelona,H,1,15,14,1,30,N
5,136,Barcelona,L,2,21,31,0,52,N
5,136,Barcelona,H,3,21,21,0,42,N
5,136,Barcelona,L,4,6,7,3,16,N
5,137,Barcelona,H,1,8,7,0,15,N
5,137,Barcelona,L,2,9,10,1,20,N
5,137,Barcelona,H,3,10,10,0,20,N
5,137,Barcelona,L,4,4,5,0,9,N
6,138,Dahomey,H,1,13,14,1,28,N
6,138,Dahomey,L,2,16,11,0,27,N
6,138,Dahomey,H,3,12,25,0,37,N
6,138,Dahomey,L,4,19,15,0,34,N
6,139,Dahomey,H,1,8,13,0,21,N
6,139,Dahomey,L,2,8,11,0,19,N
6,139,Dahomey,H,3,14,10,0,24,N
6,139,Dahomey,L,4,3,10,0,13,N
6,140,Dahomey,H,1,8,11,0,19,N
6,140,Dahomey,L,2,15,5,0,20,N
6,140,Dahomey,H,3,7,9,0,16,N
6,140,Dahomey,L,4,9,4,0,13,N
6,141,Dahomey,L,1,8,10,0,18,N
6,141,Dahomey,H,2,11,8,0,19,N
6,141,Dahomey,L,3,4,15,0,19,N
6,141,Dahomey,H,4,6,7,0,13,N
6,142,Dahomey,L,1,6,6,0,12,N
6,142,Dahomey,H,2,6,8,0,14,N
6,142,Dahomey,L,3,5,6,2,13,N
6,142,Dahomey,H,4,7,6,0,13,N
6,143,Dahomey,L,1,50,39,0,89,N
6,143,Dahomey,H,2,31,26,0,57,N
6,143,Dahomey,L,3,17,21,0,38,N
6,143,Dahomey,H,4,14,12,0,26,N
6,144,Sweden,H,1,9,15,0,24,N
6,144,Sweden,L,2,25,22,0,47,N
6,144,Sweden,H,3,12,14,0,26,N
6,144,Sweden,L,4,11,9,2,22,N
6,145,Sweden,H,1,6,9,0,15,N
6,145,Sweden,L,2,6,4,1,11,N
6,145,Sweden,H,3,1,0,0,1,N
6,145,Sweden,L,4,2,0,0,2,N
6,146,Sweden,H,1,7,12,2,21,N
6,146,Sweden,L,2,13,21,1,35,N
6,146,Sweden,H,3,16,15,1,32,N
6,146,Sweden,L,4,16,19,0,35,N
6,147,Sweden,L,1,14,15,0,29,N
6,147,Sweden,H,2,8,13,0,21,N
6,147,Sweden,L,3,20,16,0,36,N
6,147,Sweden,H,4,13,15,0,28,N
6,148,Sweden,L,1,2,9,0,11,N
6,148,Sweden,H,2,9,7,0,16,N
6,148,Sweden,L,3,15,24,0,39,N
6,148,Sweden,H,4,19,13,0,32,N
6,149,Sweden,L,1,10,13,0,23,N
6,149,Sweden,H,2,16,17,0,33,N
6,149,Sweden,L,3,19,10,0,29,N
6,149,Sweden,H,4,4,5,4,13,N
6,150,Israel,H,1,16,17,2,35,N
6,150,Israel,L,2,32,38,0,70,N
6,150,Israel,H,3,17,21,0,38,N
6,150,Israel,L,4,10,15,0,25,N
6,151,Israel,H,1,16,22,1,39,N
6,151,Israel,L,2,23,22,1,46,N
6,151,Israel,H,3,24,11,0,35,N
6,151,Israel,L,4,17,13,0,30,N
6,152,Israel,H,1,20,11,0,31,N
6,152,Israel,L,2,27,17,0,44,N
6,152,Israel,H,3,16,14,0,30,N
6,152,Israel,L,4,9,12,0,21,N
6,153,Israel,L,1,14,8,0,22,N
6,153,Israel,H,2,11,9,0,20,N
6,153,Israel,L,3,17,24,0,41,N
6,153,Israel,H,4,9,9,0,18,N
6,154,Israel,L,1,6,14,0,20,N
6,154,Israel,H,2,7,16,0,23,N
6,154,Israel,L,3,22,18,0,40,N
6,154,Israel,H,4,11,13,0,24,N
6,155,Israel,L,1,11,12,0,23,N
6,155,Israel,H,2,12,13,0,25,N
6,155,Israel,L,3,24,20,0,44,N
6,155,Israel,H,4,13,14,0,27,N
6,156,Brownsville,H,1,16,18,0,34,N
6,156,Brownsville,L,2,8,8,0,16,N
6,156,Brownsville,H,3,8,6,0,14,N
6,156,Brownsville,L,4,6,9,0,15,N
6,157,Brownsville,H,1,9,13,0,22,N
6,157,Brownsville,L,2,11,8,3,22,N
6,157,Brownsville,H,3,8,9,0,17,N
6,157,Brownsville,L,4,9,9,1,19,N
6,158,Brownsville,H,1,2,1,2,5,N
6,158,Brownsville,L,2,0,0,0,0,N
6,158,Brownsville,H,3,0,0,0,0,N
6,158,Brownsville,L,4,0,0,0,0,N
6,159,Brownsville,L,1,17,8,0,25,N
6,159,Brownsville,H,2,8,7,0,15,N
6,159,Brownsville,L,3,7,7,0,14,N
6,159,Brownsville,H,4,11,14,0,25,N
6,160,Brownsville,L,1,14,10,0,24,N
6,160,Brownsville,H,2,5,6,2,13,N
6,160,Brownsville,L,3,4,5,0,9,N
6,160,Brownsville,H,4,1,8,1,10,N
6,161,Brownsville,L,1,6,8,0,14,N
6,161,Brownsville,H,2,4,7,2,13,N
6,161,Brownsville,L,3,4,4,3,11,N
6,161,Brownsville,H,4,1,0,1,2,N
6,162,Barcelona,H,1,14,15,1,30,N
6,162,Barcelona,L,2,10,4,3,17,N
6,162,Barcelona,H,3,7,10,1,18,N
6,162,Barcelona,L,4,7,6,0,13,N
6,163,Barcelona,H,1,10,13,0,23,N
6,163,Barcelona,L,2,2,5,4,11,N
6,163,Barcelona,H,3,3,5,4,12,N
6,163,Barcelona,L,4,2,1,0,3,N
6,164,Barcelona,H,1,17,5,2,24,N
6,164,Barcelona,L,2,8,9,1,18,N
6,164,Barcelona,H,3,6,2,2,10,N
6,164,Barcelona,L,4,1,4,6,11,N
6,165,Barcelona,L,1,15,10,1,26,N
6,165,Barcelona,H,2,2,3,2,7,Y
6,165,Barcelona,L,3,0,0,0,0,Y
6,165,Barcelona,H,4,0,0,0,0,Y
6,166,Barcelona,L,1,5,6,4,15,N
6,166,Barcelona,H,2,10,18,0,28,N
6,166,Barcelona,L,3,4,6,6,16,N
6,166,Barcelona,H,4,2,4,0,6,N
6,167,Barcelona,L,1,1,2,0,3,N
6,167,Barcelona,H,2,8,8,0,16,N
6,167,Barcelona,L,3,NA,NA,NA,NA,NA
6,167,Barcelona,H,4,NA,NA,NA,NA,NA
7,168,Dahomey,H,1,15,12,1,28,N
7,168,Dahomey,L,2,13,17,1,31,N
7,168,Dahomey,H,3,14,16,0,30,N
7,168,Dahomey,L,4,14,14,3,31,N
7,169,Dahomey,H,1,19,13,3,35,N
7,169,Dahomey,L,2,23,17,3,43,N
7,169,Dahomey,H,3,12,12,0,24,N
7,169,Dahomey,L,4,17,14,4,35,N
7,170,Dahomey,H,1,13,15,1,29,N
7,170,Dahomey,L,2,11,17,0,28,N
7,170,Dahomey,H,3,9,11,0,20,N
7,170,Dahomey,L,4,14,16,0,30,N
7,171,Dahomey,L,1,14,13,0,27,N
7,171,Dahomey,H,2,3,8,0,11,N
7,171,Dahomey,L,3,14,17,2,33,N
7,171,Dahomey,H,4,3,3,0,6,Y
7,172,Dahomey,L,1,15,9,0,24,N
7,172,Dahomey,H,2,13,12,0,25,N
7,172,Dahomey,L,3,20,14,0,34,N
7,172,Dahomey,H,4,14,13,0,27,N
7,173,Dahomey,L,1,10,11,2,23,N
7,173,Dahomey,H,2,11,15,0,26,N
7,173,Dahomey,L,3,17,17,0,34,N
7,173,Dahomey,H,4,6,11,2,19,N
7,174,Sweden,H,1,6,16,0,22,N
7,174,Sweden,L,2,15,15,0,30,N
7,174,Sweden,H,3,12,18,0,30,N
7,174,Sweden,L,4,11,8,3,22,N
7,175,Sweden,H,1,11,15,0,26,N
7,175,Sweden,L,2,12,16,0,28,N
7,175,Sweden,H,3,18,16,0,34,N
7,175,Sweden,L,4,15,15,7,37,N
7,176,Sweden,H,1,17,13,0,30,N
7,176,Sweden,L,2,15,18,0,33,N
7,176,Sweden,H,3,16,9,0,25,N
7,176,Sweden,L,4,2,10,2,14,N
7,177,Sweden,L,1,9,8,1,18,N
7,177,Sweden,H,2,9,8,0,17,N
7,177,Sweden,L,3,9,13,0,22,N
7,177,Sweden,H,4,9,9,0,18,N
7,178,Sweden,L,1,18,14,1,33,N
7,178,Sweden,H,2,14,10,0,24,N
7,178,Sweden,L,3,12,14,0,26,N
7,178,Sweden,H,4,9,14,0,23,N
7,179,Sweden,L,1,22,12,0,34,N
7,179,Sweden,H,2,10,6,5,21,N
7,179,Sweden,L,3,11,8,0,19,N
7,179,Sweden,H,4,9,3,0,12,N
7,180,Israel,H,1,4,16,1,21,N
7,180,Israel,L,2,9,16,0,25,N
7,180,Israel,H,3,12,8,0,20,N
7,180,Israel,L,4,7,16,0,23,N
7,181,Israel,H,1,20,17,0,37,N
7,181,Israel,L,2,18,18,2,38,N
7,181,Israel,H,3,10,16,0,26,N
7,181,Israel,L,4,16,7,1,24,N
7,182,Israel,H,1,18,20,2,40,N
7,182,Israel,L,2,23,14,0,37,N
7,182,Israel,H,3,19,19,0,38,N
7,182,Israel,L,4,14,18,0,32,N
7,183,Israel,L,1,4,7,1,12,N
7,183,Israel,H,2,9,14,0,23,N
7,183,Israel,L,3,5,7,0,12,N
7,183,Israel,H,4,8,13,1,22,N
7,184,Israel,L,1,13,27,1,41,N
7,184,Israel,H,2,17,16,1,34,N
7,184,Israel,L,3,2,1,0,3,N
7,184,Israel,H,4,0,1,0,1,N
7,185,Israel,L,1,8,10,3,21,N
7,185,Israel,H,2,11,4,0,15,N
7,185,Israel,L,3,11,1,0,12,N
7,185,Israel,H,4,7,3,0,10,N
7,186,Brownsville,H,1,11,9,2,22,N
7,186,Brownsville,L,2,10,6,3,19,N
7,186,Brownsville,H,3,11,11,1,23,N
7,186,Brownsville,L,4,14,3,2,19,N
7,187,Brownsville,H,1,16,18,1,35,N
7,187,Brownsville,L,2,29,21,1,51,N
7,187,Brownsville,H,3,9,22,0,31,N
7,187,Brownsville,L,4,9,15,0,24,N
7,188,Brownsville,H,1,13,14,0,27,N
7,188,Brownsville,L,2,13,21,0,34,N
7,188,Brownsville,H,3,11,18,0,29,N
7,188,Brownsville,L,4,11,19,2,32,N
7,189,Brownsville,L,1,9,11,1,21,N
7,189,Brownsville,H,2,14,11,0,25,N
7,189,Brownsville,L,3,13,17,1,31,N
7,189,Brownsville,H,4,15,6,2,23,N
7,190,Brownsville,L,1,16,13,0,29,N
7,190,Brownsville,H,2,10,25,1,36,N
7,190,Brownsville,L,3,15,13,0,28,N
7,190,Brownsville,H,4,13,11,2,26,N
7,191,Brownsville,L,1,8,7,1,16,N
7,191,Brownsville,H,2,10,15,0,25,N
7,191,Brownsville,L,3,12,16,0,28,N
7,191,Brownsville,H,4,12,12,5,29,N
7,192,Barcelona,H,1,13,9,0,22,N
7,192,Barcelona,L,2,25,28,0,53,N
7,192,Barcelona,H,3,15,23,0,38,N
7,192,Barcelona,L,4,10,11,4,25,N
7,193,Barcelona,H,1,14,14,0,28,N
7,193,Barcelona,L,2,26,19,0,45,N
7,193,Barcelona,H,3,16,14,0,30,N
7,193,Barcelona,L,4,10,10,2,22,N
7,194,Barcelona,H,1,12,17,0,29,N
7,194,Barcelona,L,2,15,9,1,25,N
7,194,Barcelona,H,3,17,15,1,33,N
7,194,Barcelona,L,4,10,12,0,22,N
7,195,Barcelona,L,1,18,23,0,41,N
7,195,Barcelona,H,2,12,15,1,28,N
7,195,Barcelona,L,3,11,11,0,22,N
7,195,Barcelona,H,4,0,0,0,0,N
7,196,Barcelona,L,1,13,6,2,21,N
7,196,Barcelona,H,2,8,12,0,20,N
7,196,Barcelona,L,3,8,5,0,13,N
7,196,Barcelona,H,4,5,5,0,10,N
8,197,Dahomey,H,1,15,11,1,27,N
8,197,Dahomey,L,2,21,15,0,36,N
8,197,Dahomey,H,3,17,19,0,36,N
8,197,Dahomey,L,4,19,12,0,31,N
8,198,Dahomey,H,1,18,18,0,36,N
8,198,Dahomey,L,2,21,20,0,41,N
8,198,Dahomey,H,3,19,16,0,35,N
8,198,Dahomey,L,4,22,20,0,42,N
8,199,Dahomey,L,1,15,21,0,36,N
8,199,Dahomey,H,2,13,15,0,28,N
8,199,Dahomey,L,3,14,19,0,33,N
8,199,Dahomey,H,4,15,20,0,35,N
8,200,Dahomey,L,1,10,14,0,24,N
8,200,Dahomey,H,2,25,12,0,37,N
8,200,Dahomey,L,3,17,14,0,31,N
8,200,Dahomey,H,4,15,17,0,32,N
8,201,Sweden,H,1,18,18,0,36,N
8,201,Sweden,L,2,21,20,0,41,N
8,201,Sweden,H,3,19,18,0,37,N
8,201,Sweden,L,4,26,29,0,55,N
8,202,Sweden,H,1,20,22,0,42,N
8,202,Sweden,L,2,25,25,0,50,N
8,202,Sweden,H,3,9,19,0,28,N
8,202,Sweden,L,4,13,19,0,32,N
8,203,Sweden,L,1,21,21,1,43,N
8,203,Sweden,H,2,NA,NA,NA,NA,NA
8,203,Sweden,L,3,NA,NA,NA,NA,NA
8,203,Sweden,H,4,NA,NA,NA,NA,NA
8,204,Sweden,L,1,10,18,0,28,N
8,204,Sweden,H,2,8,7,1,16,N
8,204,Sweden,L,3,19,22,0,41,N
8,204,Sweden,H,4,16,21,0,37,N
8,205,Israel,H,1,19,15,0,34,N
8,205,Israel,L,2,16,32,0,48,N
8,205,Israel,H,3,13,21,0,34,N
8,205,Israel,L,4,26,24,0,50,N
8,206,Israel,H,1,20,16,0,36,N
8,206,Israel,L,2,21,31,0,52,N
8,206,Israel,H,3,19,15,0,34,N
8,206,Israel,L,4,19,12,0,31,N
8,207,Israel,L,1,24,24,0,48,N
8,207,Israel,H,2,22,17,0,39,N
8,207,Israel,L,3,20,16,0,36,N
8,207,Israel,H,4,8,10,0,18,N
8,208,Israel,L,1,24,15,0,39,N
8,208,Israel,H,2,19,17,0,36,N
8,208,Israel,L,3,14,18,1,33,N
8,208,Israel,H,4,15,13,0,28,N
8,209,Brownsville,H,1,24,28,0,52,N
8,209,Brownsville,L,2,19,30,0,49,N
8,209,Brownsville,H,3,15,17,0,32,N
8,209,Brownsville,L,4,22,16,0,38,N
8,210,Brownsville,H,1,25,27,0,52,N
8,210,Brownsville,L,2,34,25,0,59,N
8,210,Brownsville,H,3,22,16,0,38,N
8,210,Brownsville,L,4,22,23,0,45,N
8,211,Brownsville,L,1,20,14,0,34,N
8,211,Brownsville,H,2,22,12,0,34,N
8,211,Brownsville,L,3,20,13,0,33,N
8,211,Brownsville,H,4,15,13,0,28,N
8,212,Brownsville,L,1,10,16,0,26,N
8,212,Brownsville,H,2,16,15,0,31,N
8,212,Brownsville,L,3,16,20,0,36,N
8,212,Brownsville,H,4,21,12,0,33,N
8,213,Barcelona,H,1,16,19,2,37,N
8,213,Barcelona,L,2,17,29,0,46,N
8,213,Barcelona,H,3,12,25,0,37,N
8,213,Barcelona,L,4,15,27,0,42,N
8,214,Barcelona,H,1,9,21,0,30,N
8,214,Barcelona,L,2,16,19,0,35,N
8,214,Barcelona,H,3,15,18,0,33,N
8,214,Barcelona,L,4,14,19,2,35,N
8,215,Barcelona,H,1,10,7,0,17,N
8,215,Barcelona,L,2,1,10,0,11,N
8,215,Barcelona,H,3,0,0,0,0,Y
8,215,Barcelona,L,4,0,0,0,0,Y
8,216,Barcelona,L,1,13,12,2,27,N
8,216,Barcelona,H,2,12,5,2,19,N
8,216,Barcelona,L,3,27,23,0,50,N
8,216,Barcelona,H,4,17,22,1,40,N
8,217,Barcelona,L,1,8,19,0,27,N
8,217,Barcelona,H,2,15,10,1,26,N
8,217,Barcelona,L,3,4,6,2,12,N
8,217,Barcelona,H,4,0,0,0,0,N